,Unnamed: 0,Unnamed: 1,DETENIDOS,Unnamed: 3,Unnamed: 4,PROCESADOS,Unnamed: 6,Unnamed: 7,IMPUTADOS,Unnamed: 9,Unnamed: 10,PRIVATIVA DE LIBERTAD,Unnamed: 12,Unnamed: 13,REGIMEN CERRADO CON P.R.S.,Unnamed: 15,Unnamed: 16,FALTA,Unnamed: 18,Unnamed: 19,ARRESTO DIURNO,Unnamed: 21,Unnamed: 22,ARRESTO NOCTURNO,Unnamed: 24,Unnamed: 25,LEY N°20.603,Unnamed: 27,Unnamed: 28,LEY N°18.216,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,UNIDADES QUE INFORMAN,UNIDADES CON S.JUVENIL,UNIDADES RECLUSIÓN,UNIDADES CET,UNIDADES CRS,UNIDADES CAIS,Unnamed: 41,Unnamed: 42,Unnamed: 43
109,82302,CRS LOS ANGELES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,X,,,,
110,82002,CAIS LOS ANGELES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,X,,,
111,82001,CAIS CONCEPCION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,X,,,
112,DEL BIO-BÍO,TOTAL DEL BIO BIO,0,0,0,0,0,0,558,30,588,1249,59,1308,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,2,0,2,1815,89,1904,2206.0,145,2351.0,,,,,,
113,90102,CCP COLLIPULLI,0,0,0,0,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38,52.0,0,52.0,,,,,,
114,90202,CCP LAUTARO,0,0,0,0,0,0,13,0,13,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,74,85.0,0,85.0,,,,,,
115,90203,CCP NVA.  IMPERIAL,0,0,0,0,0,0,16,0,16,107,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,123,140.0,0,140.0,,,,,,
116,90204,CCP TEMUCO,0,0,0,0,0,0,126,0,126,352,0,352,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,481,0,481,503.0,0,503.0,,,,,,
117,90201,CCP VICTORIA,0,0,0,0,0,0,7,0,7,38,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,53,57.0,4,61.0,,,,,,
118,90101,CDP ANGOL,0,0,0,0,0,0,69,4,73,233,13,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,17,319,289.0,24,313.0,,,,,,
119,90104,CDP CURACAUTIN,0,0,0,0,0,0,11,0,11,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,40.0,0,40.0,,,,,,
120,90105,CDP PITRUFQUEN,0,0,0,0,0,0,30,0,30,99,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,129,150.0,0,150.0,,,,,,
121,90103,CDP TRAIGUEN,0,0,0,0,0,0,19,0,19,42,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,61,59.0,0,59.0,,,,,,
122,90106,CDP VILLARRICA,0,0,0,0,0,0,62,5,67,109,8,117,0,0,0,1,1,2,0,0,0,0,0,0,2,0,2,2,0,2,176,14,190,187.0,17,204.0,,,,,,
123,90402,CET ANGOL,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,29,32.0,0,32.0,X,,,,,
124,90403,CET VICTORIA,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,20.0,0,20.0,X,,,,,
125,90401,CET VILCUN,0,0,0,0,0,0,0,0,0,44,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,46,57.0,4,61.0,X,,,,,
126,90301,CPF TEMUCO,0,0,0,0,0,0,0,12,12,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0.0,48,48.0,,,,,,
127,90501,CRS ANGOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,X,,,,
128,90502,CRS TEMUCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,5.0,0,5.0,,X,,,,
129,90510,CRS VILLARRICA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,X,,,,
130,92001,CAIS TEMUCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,X,,,
131,DE LA ARAUCANÍA,TOTAL DE LA ARAUCANIA,0,0,0,0,0,0,353,21,374,1194,54,1248,0,0,0,4,1,5,0,0,0,0,0,0,4,0,4,2,0,2,1557,76,1633,1676.0,97,1773.0,,,,,,
132,160201,CCP RIO BUENO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,,,,
133,160102,CDP LA UNION,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,3,9.0,0,9.0,,,,,,
134,160400,CET VALDIVIA,0,0,0,0,0,0,0,0,0,46,6,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,6,52,49.0,2,51.0,X,,,,,
135,160101,CP VALDIVIA,0,0,0,0,0,0,157,7,164,932,29,961,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1089,37,1126,1016.0,54,1070.0,,,,,,
136,162300,CRS VALDIVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1,13.0,,X,,,,
137,162001,CAIS VALDIVIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,X,,,
138,DE LOS RÍOS,TOTAL DE LOS RIOS,0,0,0,0,0,0,158,7,165,978,35,1013,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,1138,43,1181,1086.0,57,1143.0,,,,,,
139,100703,ANEXO CDP CHAITEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,,,,
140,100202,CCP OSORNO,0,0,0,0,0,0,95,2,97,219,11,230,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,316,13,329,315.0,21,336.0,,,,,,
141,100105,CDP ANCUD,0,0,0,0,0,0,17,0,17,66,0,66,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,84,0,84,75.0,0,75.0,,,,,,
142,100106,CDP CASTRO,0,0,0,0,0,0,21,0,21,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,81,150.0,0,150.0,,,,,,
143,100104,CDP MAULLIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,,,,,,
144,100103,CDP RIO NEGRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4.0,0,4.0,,,,,,
145,100402,CET OSORNO,0,0,0,0,0,0,0,0,0,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,52,53.0,0,53.0,X,,,,,
146,100109,CP PUERTO MONTT,0,0,0,0,0,0,234,25,259,989,34,1023,9,0,9,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,1247,59,1306,1246.0,82,1328.0,,,,,,
147,102309,CRS CASTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,20.0,0,20.0,,X,,,,
148,102301,CRS OSORNO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,0,0,0,9,4,13,31.0,6,37.0,,X,,,,
149,102300,CRS PTO. MONTT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,0,23.0,,X,,,,
150,102302,CAIS PTO. MONTT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,X,,,
151,DE LOS LAGOS,TOTAL DE LOS LAGOS,0,0,0,0,0,0,367,27,394,1386,45,1431,9,0,9,2,0,2,0,0,0,1,0,1,27,4,31,1,0,1,1793,76,1869,1918.0,109,2027.0,,,,,,
152,110201,CCP COYHAIQUE,0,0,0,0,0,0,19,3,22,90,7,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,10,119,112.0,8,120.0,,,,,,
153,110103,CDP CHILE CHICO,0,0,0,0,0,0,3,0,3,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,22.0,0,22.0,,,,,,
154,110102,CDP COCHRANE,0,0,0,0,0,0,1,0,1,6,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,8,7.0,0,7.0,,,,,,
155,110101,CDP PUERTO AYSEN,0,0,0,0,0,0,12,0,12,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,65,0,65,65.0,0,65.0,,,,,,
156,110400,CET VALLE VERDE,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,24.0,0,24.0,X,,,,,
157,112300,CRS COYHAIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,10.0,,X,,,,
158,112302,CAIS COYHAIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,X,,,
159,DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO,TOTAL DE AYSEN,0,0,0,0,0,0,35,3,38,176,7,183,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,214,10,224,240.0,8,248.0,,,,,,
160,120102,CDP PORVENIR,0,0,0,0,0,0,5,0,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,16.0,0,16.0,,,,,,
161,120101,CDP PUERTO NATALES,0,0,0,0,0,0,10,2,12,24,2,26,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,34,5,39,35.0,2,37.0,,,,,,
162,120400,CET PUNTA ARENAS,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,17.0,0,17.0,X,,,,,
163,120201,CP PUNTA ARENAS,0,0,0,0,0,0,103,12,115,221,8,229,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,325,21,346,328.0,19,347.0,,,,,,
164,121301,CRS PUNTA ARENAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,1,29.0,,X,,,,
165,122302,CAIS PUNTA ARENAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,X,,,
166,DE MAGALLANES Y ANTÁRTICA CHILENA,TOTAL DE MAGALLANES Y ANTARTICA,0,0,0,0,0,0,118,14,132,277,10,287,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,396,26,422,424.0,22,446.0,,,,,,
167,130204,CCP BUIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,,,,
168,130201,CCP COLINA I,0,0,0,8,0,8,0,0,0,1849,0,1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,0,1857,2081.0,0,2081.0,,,,,,
169,130205,CCP COLINA II,0,0,0,0,0,0,293,0,293,1228,0,1228,0,0,0,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,1598,0,1598,1833.0,0,1833.0,,,,,,
170,130206,CCP PUNTA DE PEUCO,0,0,0,0,0,0,0,0,0,115,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,115,122.0,0,122.0,,,,,,
171,130103,CDP PUENTE ALTO,1,0,1,0,0,0,213,0,213,463,0,463,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,678,0,678,1165.0,0,1165.0,,,,,,
172,130108,CPF MAYOR MARISOL ESTAY,0,2,2,0,0,0,0,492,492,0,32,32,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,527,527,2.0,603,605.0,,,,,,
173,130107,CDP SANTIAGO I,0,0,0,0,0,0,4808,0,4808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4808,0,4808,3885.0,0,3885.0,,,,,,
174,130101,CDP SANTIAGO SUR,0,0,0,0,0,0,414,0,414,3382,1,3383,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,3950,1,3951,4717.0,3,4720.0,,,,,,
175,130202,CDP TALAGANTE,0,0,0,0,0,0,72,0,72,127,0,127,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,214,0,214,271.0,0,271.0,,,,,,
176,130402,CET FEMENINO SEMIABIERTO SANTIAGO,0,0,0,0,0,0,0,0,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,0.0,65,65.0,X,,,,,
177,130401,CET METROPOLITANO,0,0,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,47.0,0,47.0,X,,,,,
178,130301,CPF SANTIAGO,0,0,0,0,0,0,0,1,1,0,481,481,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,1,1,0,486,486,0.0,597,597.0,,,,,,
179,130501,CRA M. RODRIGUEZ,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,4,10,0,10,0,0,0,16,0,16,105.0,0,105.0,,,,,,
180,142304,CRS SANTIAGO CENTRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.0,1,1.0,,X,,,,
181,130515,CRS SANTIAGO OCCIDENTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,X,,,,
182,130518,CRS SANTIAGO ORIENTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,X,,,,
183,130516,CRS SANTIAGO PONIENTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,X,,,,
184,130514,CRS SANTIAGO SUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,X,,,,
185,130519,CRS SANTIAGO SUR II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,X,,,,
186,132001,CAIS MELIPILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,X,,,
187,132002,CAIS PUENTE ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,,,,
188,142003,CAIS SANTIAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,,X,,,
189,140117,U. E. A. S. SANTIAGO,0,0,0,0,0,0,74,0,74,117,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,191,164.0,0,164.0,,,,,,
190,METROPOLITANA,TOTAL METROPOLITANA,1,2,3,8,0,8,5874,493,6367,7318,578,7896,0,0,0,232,3,235,0,0,0,4,0,4,25,2,27,0,1,1,13462,1079,14541,14392.0,1269,15661.0,,,,,,
191,Total general,TOTAL NACIONAL,12,3,15,8,0,8,12579,1110,13689,24477,1903,26380,45,0,45,385,6,391,2,0,2,44,9,53,452,36,488,56,1,57,38060,3068,41128,41269.0,3615,44884.0,,,,,UNIDADES CET,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,M
193,,DE ARICA Y PARINACOTA,0,0,0,0,0,0,363,48,411,1130,121,1251,7,0,7,1,0,1,0,0,0,0,0,0,70,8,78,0,0,0,1571,177,1748,,0,0.0,64,78,0,,54,10
194,,DE TARAPACA,0,0,0,0,0,0,705,131,836,1032,305,1337,0,0,0,131,0,131,0,0,0,5,0,5,75,10,85,0,0,0,1948,446,2394,,0,0.0,13,0,0,,13,0
195,,DE ANTOFAGASTA,0,0,0,0,0,0,472,52,524,1495,125,1620,5,0,5,2,0,2,0,0,0,27,7,34,37,2,39,3,0,3,2041,186,2227,,0,0.0,106,38,0,,93,13
196,,DE ATACAMA,8,0,8,0,0,0,199,25,224,423,54,477,0,0,0,3,0,3,0,0,0,0,0,0,0,2,2,0,0,0,633,81,714,,0,0.0,0,2,0,,0,0
197,,DE COQUIMBO,0,0,0,0,0,0,381,20,401,1642,102,1744,4,0,4,9,1,10,0,0,0,1,0,1,23,0,23,0,0,0,2060,123,2183,,0,0.0,0,20,0,,0,0
198,,DE VALPARAISO,0,0,0,0,0,0,1030,87,1117,2810,217,3027,8,0,8,0,0,0,2,0,2,1,0,1,89,4,93,34,0,34,3974,308,4282,,0,0.0,127,50,0,,121,6
199,,DE O'HIGGINS,0,0,0,0,0,0,1140,79,1219,1388,61,1449,7,0,7,0,0,0,0,0,0,1,0,1,73,4,77,0,0,0,2609,144,2753,,0,0.0,0,75,0,,0,0
200,,DEL MAULE,3,1,4,0,0,0,578,44,622,1463,97,1560,5,0,5,0,0,0,0,0,0,1,0,1,19,0,19,12,0,12,2081,142,2223,,0,0.0,69,0,0,,63,6
201,,DE ÑUBLE,0,0,0,0,0,0,248,29,277,516,33,549,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,768,62,830,,0,0.0,121,0,0,,107,14
202,,DEL BIO BIO,0,0,0,0,0,0,558,30,588,1249,59,1308,0,0,0,0,0,0,0,0,0,2,0,2,4,0,4,2,0,2,1815,89,1904,,0,0.0,121,0,0,,107,14
203,,DE LA ARAUCANIA,0,0,0,0,0,0,353,21,374,1194,54,1248,0,0,0,4,1,5,0,0,0,0,0,0,4,0,4,2,0,2,1557,76,1633,,0,0.0,92,2,0,,90,2
204,,DE LOS RIOS,0,0,0,0,0,0,158,7,165,978,35,1013,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,1138,43,1181,,0,0.0,52,0,0,,46,6
205,,DE LOS LAGOS,0,0,0,0,0,0,367,27,394,1386,45,1431,9,0,9,2,0,2,0,0,0,1,0,1,27,4,31,1,0,1,1793,76,1869,,0,0.0,52,16,0,,52,0
206,,DE AYSEN,0,0,0,0,0,0,35,3,38,176,7,183,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,0,0,0,214,10,224,,0,0.0,13,0,0,,13,0
207,,DE MAGALLANES Y ANTARTICA,0,0,0,0,0,0,118,14,132,277,10,287,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,396,26,422,,0,0.0,22,0,0,,22,0
208,,METROPOLITANA,1,2,3,8,0,8,5874,493,6367,7318,578,7896,0,0,0,232,3,235,0,0,0,4,0,4,25,2,27,0,1,1,13462,1079,14541,,0,0.0,99,1,0,,35,64
209,,TOTAL NACIONAL,12,3,15,8,0,8,12579,1110,13689,24477,1903,26380,45,0,45,385,6,391,2,0,2,44,9,53,452,36,488,56,1,57,38060,3068,41128,,0,0.0,899,282,0,,772,127
210,,,"OBS: Cabe precisar que se encuentra implícita dentro de las cifras de condenado con tipo de condena ""privativa de libertad"", en un gran número de establecimientos penitenciarios, la Salida Controlada al Medio Libre que se recluye en este tipo de establecimiento.",,,,,,,,,,,,,,,,,,"Nota: El CRAM. Rodriguez es la unidad mas compleja que alberga RN, por lo cual se agrega a contar de este año una forma más precisa de registrar a estos penados y que a contar de 2006 considera en la calidad de Vigentes a todos los penados que llegaron a pernoctar aunque sea una sola vez y que el tribunal no ha dado orden de egreso o cumplimiento. Por esta razón el aumento en la población atendida por el CRAM.Rodriguez.",,,,,,,,,,,,,,,0.0,0,0.0,21,41,18,,,
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OJO,,951,,,,,
212,,Tipo de administración,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,Tradicional,12,3,15,8,0,8,4580,870,5450,17214,1568,18782,27,0,27,248,4,252,2,0,2,34,9,43,437,36,473,56,1,57,22618,2491,25109,,,,,,,,,
214,,Concesionado,0,0,0,0,0,0,7999,240,8239,7263,335,7598,18,0,18,137,2,139,0,0,0,10,0,10,15,0,15,0,0,0,15442,577,16019,,,,,,,,,
215,,Total,12,3,15,8,0,8,12579,1110,13689,24477,1903,26380,45,0,45,385,6,391,2,0,2,44,9,53,452,36,488,56,1,57,38060,3068,41128,,,,,,,,,
